date,medicine_name,category,quantity_sold,stock_on_hand,price_per_unit,expiry_date
2024-03-24,Amoxicillin,Antibiotic,7,993,5.0,2025-06-11
2024-03-24,Cetirizine,Antihistamine,6,994,1.5,2024-11-01
2024-03-24,Azithromycin,Antibiotic,20,980,6.0,2026-02-06
2024-03-24,Metformin,Diabetes,6,994,2.5,2026-01-02
2024-03-24,Pantoprazole,Antacid,19,981,2.0,2024-12-14
2024-03-24,Dolo 650,Painkiller,18,982,2.0,2026-03-11
2024-03-24,Cough Syrup,Cold/Flu,11,989,4.0,2024-10-05
2024-03-24,Multivitamin,Supplement,5,995,3.0,2024-10-05
2024-03-24,ORS Sachet,Dehydration,11,989,1.0,2026-03-01
2024-03-24,Antimalarial,Malaria,24,976,7.0,2025-08-12
2024-03-24,Dengue Kit,Dengue Fever,21,979,12.0,2025-11-05
2024-03-24,Antiviral,Viral Fever,23,977,10.0,2025-03-05
2024-03-24,Insulin,Diabetes,10,990,15.0,2025-01-24
2024-03-25,Paracetamol,Painkiller,15,985,2.0,2025-10-08
2024-03-25,Ibuprofen,Painkiller,21,979,3.0,2025-04-07
2024-03-25,Amoxicillin,Antibiotic,13,987,5.0,2024-12-28
2024-03-25,Cetirizine,Antihistamine,13,987,1.5,2024-12-09
2024-03-25,Azithromycin,Antibiotic,18,982,6.0,2025-04-10
2024-03-25,Metformin,Diabetes,18,982,2.5,2025-01-20
2024-03-25,Pantoprazole,Antacid,9,991,2.0,2025-10-31
2024-03-25,Dolo 650,Painkiller,15,985,2.0,2025-03-07
2024-03-25,Cough Syrup,Cold/Flu,29,971,4.0,2025-05-24
2024-03-25,Multivitamin,Supplement,20,980,3.0,2025-06-07
2024-03-25,ORS Sachet,Dehydration,6,994,1.0,2024-09-29
2024-03-25,Antimalarial,Malaria,11,989,7.0,2025-02-14
2024-03-25,Dengue Kit,Dengue Fever,11,989,12.0,2025-10-01
2024-03-25,Antiviral,Viral Fever,15,985,10.0,2025-08-11
2024-03-25,Insulin,Diabetes,21,979,15.0,2026-01-02
2024-03-26,Paracetamol,Painkiller,12,988,2.0,2024-11-06
2024-03-26,Ibuprofen,Painkiller,18,982,3.0,2025-05-22
2024-03-26,Amoxicillin,Antibiotic,24,976,5.0,2025-10-20
2024-03-26,Cetirizine,Antihistamine,23,977,1.5,2025-05-23
2024-03-26,Azithromycin,Antibiotic,13,987,6.0,2025-08-28
2024-03-26,Metformin,Diabetes,19,981,2.5,2025-07-18
2024-03-26,Pantoprazole,Antacid,15,985,2.0,2026-01-01
2024-03-26,Dolo 650,Painkiller,5,995,2.0,2025-03-08
2024-03-26,Cough Syrup,Cold/Flu,11,989,4.0,2025-09-21
2024-03-26,Multivitamin,Supplement,22,978,3.0,2025-10-26
2024-03-26,ORS Sachet,Dehydration,24,976,1.0,2026-01-17
2024-03-26,Antimalarial,Malaria,17,983,7.0,2025-09-04
2024-03-26,Dengue Kit,Dengue Fever,13,987,12.0,2025-07-22
2024-03-26,Antiviral,Viral Fever,10,990,10.0,2025-04-12
2024-03-26,Insulin,Diabetes,13,987,15.0,2025-10-12
2024-03-27,Paracetamol,Painkiller,18,982,2.0,2025-06-09
2024-03-27,Ibuprofen,Painkiller,7,993,3.0,2024-12-31
2024-03-27,Amoxicillin,Antibiotic,19,981,5.0,2024-11-06
2024-03-27,Cetirizine,Antihistamine,10,990,1.5,2026-01-03
2024-03-27,Azithromycin,Antibiotic,27,973,6.0,2025-01-08
2024-03-27,Metformin,Diabetes,3,997,2.5,2025-08-26
2024-03-27,Pantoprazole,Antacid,10,990,2.0,2025-09-03
2024-03-27,Dolo 650,Painkiller,1,999,2.0,2024-11-05
2024-03-27,Cough Syrup,Cold/Flu,8,992,4.0,2026-02-15
2024-03-27,Multivitamin,Supplement,11,989,3.0,2025-12-19
2024-03-27,ORS Sachet,Dehydration,13,987,1.0,2026-01-22
2024-03-27,Antimalarial,Malaria,12,988,7.0,2025-04-11
2024-03-27,Dengue Kit,Dengue Fever,12,988,12.0,2026-03-21
2024-03-27,Antiviral,Viral Fever,5,995,10.0,2025-12-21
2024-03-27,Insulin,Diabetes,7,993,15.0,2024-10-27
2024-03-28,Paracetamol,Painkiller,9,991,2.0,2025-09-29
2024-03-28,Ibuprofen,Painkiller,20,980,3.0,2025-06-05
2024-03-28,Amoxicillin,Antibiotic,5,995,5.0,2024-12-06
2024-03-28,Cetirizine,Antihistamine,17,983,1.5,2026-03-12
2024-03-28,Azithromycin,Antibiotic,11,989,6.0,2025-04-04
2024-03-28,Metformin,Diabetes,2,998,2.5,2024-12-04
2024-03-28,Pantoprazole,Antacid,18,982,2.0,2025-03-17
2024-03-28,Dolo 650,Painkiller,19,981,2.0,2025-05-01
2024-03-28,Cough Syrup,Cold/Flu,9,991,4.0,2026-01-31
2024-03-28,Multivitamin,Supplement,7,993,3.0,2026-03-06
2024-03-28,ORS Sachet,Dehydration,16,984,1.0,2025-08-04
2024-03-28,Antimalarial,Malaria,13,987,7.0,2025-01-18
2024-03-28,Dengue Kit,Dengue Fever,5,995,12.0,2025-05-19
2024-03-28,Antiviral,Viral Fever,8,992,10.0,2024-12-25
2024-03-28,Insulin,Diabetes,12,988,15.0,2025-12-20
2024-03-29,Paracetamol,Painkiller,11,989,2.0,2024-12-31
2024-03-29,Ibuprofen,Painkiller,21,979,3.0,2025-01-25
2024-03-29,Amoxicillin,Antibiotic,9,991,5.0,2025-01-10
2024-03-29,Cetirizine,Antihistamine,16,984,1.5,2025-02-10
2024-03-29,Azithromycin,Antibiotic,9,991,6.0,2025-08-03
2024-03-29,Metformin,Diabetes,12,988,2.5,2025-10-18
2024-03-29,Pantoprazole,Antacid,9,991,2.0,2025-03-04
2024-03-29,Dolo 650,Painkiller,12,988,2.0,2025-12-03
2024-03-29,Cough Syrup,Cold/Flu,15,985,4.0,2024-11-26
2024-03-29,Multivitamin,Supplement,23,977,3.0,2025-12-13
2024-03-29,ORS Sachet,Dehydration,26,974,1.0,2025-10-17
2024-03-29,Antimalarial,Malaria,9,991,7.0,2025-07-06
2024-03-29,Dengue Kit,Dengue Fever,13,987,12.0,2025-02-17
2024-03-29,Antiviral,Viral Fever,6,994,10.0,2024-10-29
2024-03-29,Insulin,Diabetes,8,992,15.0,2025-08-16
2024-03-30,Paracetamol,Painkiller,14,986,2.0,2024-11-17
2024-03-30,Ibuprofen,Painkiller,4,996,3.0,2025-10-19
2024-03-30,Amoxicillin,Antibiotic,14,986,5.0,2025-12-30
2024-03-30,Cetirizine,Antihistamine,18,982,1.5,2024-11-29
2024-03-30,Azithromycin,Antibiotic,15,985,6.0,2025-08-24
2024-03-30,Metformin,Diabetes,6,994,2.5,2025-08-18
2024-03-30,Pantoprazole,Antacid,5,995,2.0,2025-11-07
2024-03-30,Dolo 650,Painkiller,17,983,2.0,2026-03-13
2024-03-30,Cough Syrup,Cold/Flu,14,986,4.0,2024-12-04
2024-03-30,Multivitamin,Supplement,19,981,3.0,2025-02-20
2024-03-30,ORS Sachet,Dehydration,13,987,1.0,2025-01-10
2024-03-30,Antimalarial,Malaria,21,979,7.0,2024-10-15
2024-03-30,Dengue Kit,Dengue Fever,4,996,12.0,2025-01-06
2024-03-30,Antiviral,Viral Fever,19,981,10.0,2025-03-02
2024-03-30,Insulin,Diabetes,5,995,15.0,2025-07-19
2024-03-31,Paracetamol,Painkiller,5,995,2.0,2024-10-24
2024-03-31,Ibuprofen,Painkiller,11,989,3.0,2025-03-27
2024-03-31,Amoxicillin,Antibiotic,6,994,5.0,2024-10-04
2024-03-31,Cetirizine,Antihistamine,9,991,1.5,2026-03-03
2024-03-31,Azithromycin,Antibiotic,12,988,6.0,2025-04-24
2024-03-31,Metformin,Diabetes,7,993,2.5,2025-06-19
2024-03-31,Pantoprazole,Antacid,18,982,2.0,2025-04-06
2024-03-31,Dolo 650,Painkiller,20,980,2.0,2026-03-18
2024-03-31,Cough Syrup,Cold/Flu,14,986,4.0,2025-01-01
2024-03-31,Multivitamin,Supplement,16,984,3.0,2026-03-11
2024-03-31,ORS Sachet,Dehydration,10,990,1.0,2024-12-13
2024-03-31,Antimalarial,Malaria,13,987,7.0,2025-02-28
2024-03-31,Dengue Kit,Dengue Fever,11,989,12.0,2024-10-17
2024-03-31,Antiviral,Viral Fever,12,988,10.0,2025-06-14
2024-03-31,Insulin,Diabetes,14,986,15.0,2025-01-03
2024-04-01,Paracetamol,Painkiller,13,987,2.0,2025-02-04
2024-04-01,Ibuprofen,Painkiller,10,990,3.0,2025-08-04
2024-04-01,Amoxicillin,Antibiotic,16,984,5.0,2025-01-21
2024-04-01,Cetirizine,Antihistamine,8,992,1.5,2024-11-23
2024-04-01,Azithromycin,Antibiotic,10,990,6.0,2025-05-28
2024-04-01,Metformin,Diabetes,6,994,2.5,2024-09-29
2024-04-01,Pantoprazole,Antacid,29,971,2.0,2025-07-31
2024-04-01,Dolo 650,Painkiller,19,981,2.0,2026-02-25
2024-04-01,Cough Syrup,Cold/Flu,18,982,4.0,2025-09-28
2024-04-01,Multivitamin,Supplement,7,993,3.0,2025-08-07
2024-04-01,ORS Sachet,Dehydration,11,989,1.0,2025-11-01
2024-04-01,Antimalarial,Malaria,15,985,7.0,2025-08-05
2024-04-01,Dengue Kit,Dengue Fever,7,993,12.0,2025-01-30
2024-04-01,Antiviral,Viral Fever,13,987,10.0,2026-01-21
2024-04-01,Insulin,Diabetes,14,986,15.0,2025-04-26
2024-04-02,Paracetamol,Painkiller,12,988,2.0,2026-02-27
2024-04-02,Ibuprofen,Painkiller,22,978,3.0,2025-05-17
2024-04-02,Amoxicillin,Antibiotic,20,980,5.0,2025-05-07
2024-04-02,Cetirizine,Antihistamine,2,998,1.5,2025-10-11
2024-04-02,Azithromycin,Antibiotic,5,995,6.0,2025-07-11
2024-04-02,Metformin,Diabetes,9,991,2.5,2025-03-02
2024-04-02,Pantoprazole,Antacid,13,987,2.0,2025-05-17
2024-04-02,Dolo 650,Painkiller,9,991,2.0,2024-11-23
2024-04-02,Cough Syrup,Cold/Flu,8,992,4.0,2025-08-11
2024-04-02,Multivitamin,Supplement,10,990,3.0,2025-03-30
2024-04-02,ORS Sachet,Dehydration,16,984,1.0,2025-05-19
2024-04-02,Antimalarial,Malaria,22,978,7.0,2025-04-10
2024-04-02,Dengue Kit,Dengue Fever,19,981,12.0,2026-02-04
2024-04-02,Antiviral,Viral Fever,13,987,10.0,2025-01-11
2024-04-02,Insulin,Diabetes,23,977,15.0,2025-01-18
2024-04-03,Paracetamol,Painkiller,6,994,2.0,2025-09-01
2024-04-03,Ibuprofen,Painkiller,16,984,3.0,2025-04-27
2024-04-03,Amoxicillin,Antibiotic,8,992,5.0,2025-04-05
2024-04-03,Cetirizine,Antihistamine,26,974,1.5,2025-01-25
2024-04-03,Azithromycin,Antibiotic,18,982,6.0,2024-11-23
2024-04-03,Metformin,Diabetes,16,984,2.5,2025-02-21
2024-04-03,Pantoprazole,Antacid,18,982,2.0,2026-03-31
2024-04-03,Dolo 650,Painkiller,8,992,2.0,2025-05-30
2024-04-03,Cough Syrup,Cold/Flu,18,982,4.0,2026-02-10
2024-04-03,Multivitamin,Supplement,18,982,3.0,2026-02-13
2024-04-03,ORS Sachet,Dehydration,20,980,1.0,2024-10-14
2024-04-03,Antimalarial,Malaria,11,989,7.0,2025-03-08
2024-04-03,Dengue Kit,Dengue Fever,4,996,12.0,2026-02-13
2024-04-03,Antiviral,Viral Fever,27,973,10.0,2025-11-11
2024-04-03,Insulin,Diabetes,16,984,15.0,2024-11-24
2024-04-04,Paracetamol,Painkiller,8,992,2.0,2026-01-27
2024-04-04,Ibuprofen,Painkiller,22,978,3.0,2026-03-25
2024-04-04,Amoxicillin,Antibiotic,11,989,5.0,2026-01-29
2024-04-04,Cetirizine,Antihistamine,12,988,1.5,2025-09-17
2024-04-04,Azithromycin,Antibiotic,19,981,6.0,2025-10-30
2024-04-04,Metformin,Diabetes,16,984,2.5,2025-08-21
2024-04-04,Pantoprazole,Antacid,14,986,2.0,2024-10-27
2024-04-04,Dolo 650,Painkiller,19,981,2.0,2026-03-24
2024-04-04,Cough Syrup,Cold/Flu,6,994,4.0,2024-10-29
2024-04-04,Multivitamin,Supplement,12,988,3.0,2025-07-06
2024-04-04,ORS Sachet,Dehydration,7,993,1.0,2025-06-06
2024-04-04,Antimalarial,Malaria,24,976,7.0,2025-04-14
2024-04-04,Dengue Kit,Dengue Fever,11,989,12.0,2025-11-06
2024-04-04,Antiviral,Viral Fever,16,984,10.0,2025-11-23
2024-04-04,Insulin,Diabetes,11,989,15.0,2026-01-22
2024-04-05,Paracetamol,Painkiller,12,988,2.0,2026-01-21
2024-04-05,Ibuprofen,Painkiller,14,986,3.0,2026-01-26
2024-04-05,Amoxicillin,Antibiotic,10,990,5.0,2025-11-15
2024-04-05,Cetirizine,Antihistamine,9,991,1.5,2024-10-19
2024-04-05,Azithromycin,Antibiotic,11,989,6.0,2025-12-10
2024-04-05,Metformin,Diabetes,17,983,2.5,2025-01-06
2024-04-05,Pantoprazole,Antacid,15,985,2.0,2025-11-19
2024-04-05,Dolo 650,Painkiller,12,988,2.0,2025-04-29
2024-04-05,Cough Syrup,Cold/Flu,20,980,4.0,2025-08-08
2024-04-05,Multivitamin,Supplement,14,986,3.0,2025-08-27
2024-04-05,ORS Sachet,Dehydration,17,983,1.0,2025-08-31
2024-04-05,Antimalarial,Malaria,18,982,7.0,2025-09-20
2024-04-05,Dengue Kit,Dengue Fever,6,994,12.0,2025-10-17
2024-04-05,Antiviral,Viral Fever,14,986,10.0,2026-02-17
2024-04-05,Insulin,Diabetes,9,991,15.0,2025-08-26
2024-04-06,Paracetamol,Painkiller,9,991,2.0,2025-08-29
2024-04-06,Ibuprofen,Painkiller,19,981,3.0,2025-12-08
2024-04-06,Amoxicillin,Antibiotic,16,984,5.0,2024-10-15
2024-04-06,Cetirizine,Antihistamine,9,991,1.5,2025-03-27
2024-04-06,Azithromycin,Antibiotic,7,993,6.0,2025-04-11
2024-04-06,Metformin,Diabetes,8,992,2.5,2026-04-03
2024-04-06,Pantoprazole,Antacid,3,997,2.0,2025-08-22
2024-04-06,Dolo 650,Painkiller,8,992,2.0,2025-09-12
2024-04-06,Cough Syrup,Cold/Flu,7,993,4.0,2025-07-04
2024-04-06,Multivitamin,Supplement,7,993,3.0,2025-04-07
2024-04-06,ORS Sachet,Dehydration,8,992,1.0,2025-12-13
2024-04-06,Antimalarial,Malaria,22,978,7.0,2025-09-19
2024-04-06,Dengue Kit,Dengue Fever,14,986,12.0,2026-02-06
2024-04-06,Antiviral,Viral Fever,11,989,10.0,2025-09-05
2024-04-06,Insulin,Diabetes,10,990,15.0,2025-03-15
2024-04-07,Paracetamol,Painkiller,2,998,2.0,2025-09-11
2024-04-07,Ibuprofen,Painkiller,9,991,3.0,2025-03-15
2024-04-07,Amoxicillin,Antibiotic,12,988,5.0,2024-12-04
2024-04-07,Cetirizine,Antihistamine,16,984,1.5,2025-10-30
2024-04-07,Azithromycin,Antibiotic,9,991,6.0,2024-11-08
2024-04-07,Metformin,Diabetes,5,995,2.5,2026-03-10
2024-04-07,Pantoprazole,Antacid,17,983,2.0,2025-05-07
2024-04-07,Dolo 650,Painkiller,8,992,2.0,2026-02-28
2024-04-07,Cough Syrup,Cold/Flu,7,993,4.0,2025-06-12
2024-04-07,Multivitamin,Supplement,8,992,3.0,2025-04-20
2024-04-07,ORS Sachet,Dehydration,10,990,1.0,2026-03-14
2024-04-07,Antimalarial,Malaria,11,989,7.0,2025-12-05
2024-04-07,Dengue Kit,Dengue Fever,9,991,12.0,2025-02-25
2024-04-07,Antiviral,Viral Fever,8,992,10.0,2024-12-02
2024-04-07,Insulin,Diabetes,10,990,15.0,2025-06-09
2024-04-08,Paracetamol,Painkiller,5,995,2.0,2025-10-05
2024-04-08,Ibuprofen,Painkiller,13,987,3.0,2025-03-06
2024-04-08,Amoxicillin,Antibiotic,2,998,5.0,2025-09-15
2024-04-08,Cetirizine,Antihistamine,14,986,1.5,2025-07-27
2024-04-08,Azithromycin,Antibiotic,4,996,6.0,2025-07-29
2024-04-08,Metformin,Diabetes,9,991,2.5,2024-10-27
2024-04-08,Pantoprazole,Antacid,7,993,2.0,2025-10-18
2024-04-08,Dolo 650,Painkiller,11,989,2.0,2026-04-07
2024-04-08,Cough Syrup,Cold/Flu,22,978,4.0,2025-11-26
2024-04-08,Multivitamin,Supplement,18,982,3.0,2024-11-15
2024-04-08,ORS Sachet,Dehydration,13,987,1.0,2025-08-18
2024-04-08,Antimalarial,Malaria,8,992,7.0,2025-12-13
2024-04-08,Dengue Kit,Dengue Fever,8,992,12.0,2024-10-28
2024-04-08,Antiviral,Viral Fever,7,993,10.0,2025-07-18
2024-04-08,Insulin,Diabetes,18,982,15.0,2025-12-12
2024-04-09,Paracetamol,Painkiller,10,990,2.0,2024-10-23
2024-04-09,Ibuprofen,Painkiller,17,983,3.0,2025-05-13
2024-04-09,Amoxicillin,Antibiotic,6,994,5.0,2024-10-17
2024-04-09,Cetirizine,Antihistamine,14,986,1.5,2025-08-23
2024-04-09,Azithromycin,Antibiotic,21,979,6.0,2025-03-20
2024-04-09,Metformin,Diabetes,9,991,2.5,2024-11-17
2024-04-09,Pantoprazole,Antacid,24,976,2.0,2025-11-14
2024-04-09,Dolo 650,Painkiller,12,988,2.0,2024-12-04
2024-04-09,Cough Syrup,Cold/Flu,10,990,4.0,2024-10-07
2024-04-09,Multivitamin,Supplement,9,991,3.0,2025-06-19
2024-04-09,ORS Sachet,Dehydration,6,994,1.0,2026-04-05
2024-04-09,Antimalarial,Malaria,24,976,7.0,2024-10-16
2024-04-09,Dengue Kit,Dengue Fever,3,997,12.0,2026-01-09
2024-04-09,Antiviral,Viral Fever,10,990,10.0,2025-01-16
2024-04-09,Insulin,Diabetes,25,975,15.0,2025-08-06
2024-04-10,Paracetamol,Painkiller,4,996,2.0,2025-08-03
2024-04-10,Ibuprofen,Painkiller,17,983,3.0,2025-03-24
2024-04-10,Amoxicillin,Antibiotic,18,982,5.0,2025-08-12
2024-04-10,Cetirizine,Antihistamine,4,996,1.5,2026-03-10
2024-04-10,Azithromycin,Antibiotic,10,990,6.0,2025-11-14
2024-04-10,Metformin,Diabetes,11,989,2.5,2026-03-29
2024-04-10,Pantoprazole,Antacid,13,987,2.0,2024-12-04
2024-04-10,Dolo 650,Painkiller,17,983,2.0,2025-10-14
2024-04-10,Cough Syrup,Cold/Flu,15,985,4.0,2026-02-18
2024-04-10,Multivitamin,Supplement,20,980,3.0,2025-10-28
2024-04-10,ORS Sachet,Dehydration,6,994,1.0,2024-12-01
2024-04-10,Antimalarial,Malaria,8,992,7.0,2025-10-12
2024-04-10,Dengue Kit,Dengue Fever,8,992,12.0,2025-06-01
2024-04-10,Antiviral,Viral Fever,31,969,10.0,2025-08-13
2024-04-10,Insulin,Diabetes,21,979,15.0,2025-03-08
2024-04-11,Paracetamol,Painkiller,23,977,2.0,2024-11-06
2024-04-11,Ibuprofen,Painkiller,4,996,3.0,2026-02-04
2024-04-11,Amoxicillin,Antibiotic,16,984,5.0,2024-12-26
2024-04-11,Cetirizine,Antihistamine,15,985,1.5,2025-10-29
2024-04-11,Azithromycin,Antibiotic,17,983,6.0,2025-10-03
2024-04-11,Metformin,Diabetes,11,989,2.5,2025-07-12
2024-04-11,Pantoprazole,Antacid,3,997,2.0,2026-02-25
2024-04-11,Dolo 650,Painkiller,16,984,2.0,2025-04-15
2024-04-11,Cough Syrup,Cold/Flu,16,984,4.0,2025-10-14
2024-04-11,Multivitamin,Supplement,8,992,3.0,2025-12-11
2024-04-11,ORS Sachet,Dehydration,12,988,1.0,2026-01-10
2024-04-11,Antimalarial,Malaria,11,989,7.0,2025-09-07
2024-04-11,Dengue Kit,Dengue Fever,14,986,12.0,2025-03-19
2024-04-11,Antiviral,Viral Fever,8,992,10.0,2024-11-10
2024-04-11,Insulin,Diabetes,13,987,15.0,2024-12-08
2024-04-12,Paracetamol,Painkiller,3,997,2.0,2026-03-31
2024-04-12,Ibuprofen,Painkiller,11,989,3.0,2026-04-03
2024-04-12,Amoxicillin,Antibiotic,5,995,5.0,2025-02-24
2024-04-12,Cetirizine,Antihistamine,5,995,1.5,2025-02-28
2024-04-12,Azithromycin,Antibiotic,3,997,6.0,2025-07-24
2024-04-12,Metformin,Diabetes,9,991,2.5,2025-09-09
2024-04-12,Pantoprazole,Antacid,16,984,2.0,2025-12-27
2024-04-12,Dolo 650,Painkiller,18,982,2.0,2025-05-31
2024-04-12,Cough Syrup,Cold/Flu,8,992,4.0,2025-07-18
2024-04-12,Multivitamin,Supplement,6,994,3.0,2026-04-07
2024-04-12,ORS Sachet,Dehydration,17,983,1.0,2025-10-10
2024-04-12,Antimalarial,Malaria,10,990,7.0,2025-10-06
2024-04-12,Dengue Kit,Dengue Fever,17,983,12.0,2026-01-23
2024-04-12,Antiviral,Viral Fever,15,985,10.0,2025-01-07
2024-04-12,Insulin,Diabetes,18,982,15.0,2025-12-01
2024-04-13,Paracetamol,Painkiller,9,991,2.0,2025-02-09
2024-04-13,Ibuprofen,Painkiller,7,993,3.0,2025-08-05
2024-04-13,Amoxicillin,Antibiotic,11,989,5.0,2025-09-11
2024-04-13,Cetirizine,Antihistamine,4,996,1.5,2025-10-26
2024-04-13,Azithromycin,Antibiotic,17,983,6.0,2025-08-29
2024-04-13,Metformin,Diabetes,5,995,2.5,2026-01-21
2024-04-13,Pantoprazole,Antacid,20,980,2.0,2025-07-18
2024-04-13,Dolo 650,Painkiller,14,986,2.0,2026-02-17
2024-04-13,Cough Syrup,Cold/Flu,5,995,4.0,2025-05-12
2024-04-13,Multivitamin,Supplement,17,983,3.0,2025-09-26
2024-04-13,ORS Sachet,Dehydration,17,983,1.0,2025-04-24
2024-04-13,Antimalarial,Malaria,16,984,7.0,2025-09-09
2024-04-13,Dengue Kit,Dengue Fever,12,988,12.0,2026-01-31
2024-04-13,Antiviral,Viral Fever,18,982,10.0,2025-05-11
2024-04-13,Insulin,Diabetes,8,992,15.0,2026-03-12
2024-04-14,Paracetamol,Painkiller,13,987,2.0,2025-09-28
2024-04-14,Ibuprofen,Painkiller,8,992,3.0,2025-12-09
2024-04-14,Amoxicillin,Antibiotic,10,990,5.0,2025-10-26
2024-04-14,Cetirizine,Antihistamine,14,986,1.5,2025-01-21
2024-04-14,Azithromycin,Antibiotic,11,989,6.0,2026-01-08
2024-04-14,Metformin,Diabetes,12,988,2.5,2025-08-10
2024-04-14,Pantoprazole,Antacid,8,992,2.0,2025-04-28
2024-04-14,Dolo 650,Painkiller,27,973,2.0,2025-08-03
2024-04-14,Cough Syrup,Cold/Flu,9,991,4.0,2025-02-02
2024-04-14,Multivitamin,Supplement,5,995,3.0,2025-06-27
2024-04-14,ORS Sachet,Dehydration,14,986,1.0,2026-03-28
2024-04-14,Antimalarial,Malaria,7,993,7.0,2026-03-05
2024-04-14,Dengue Kit,Dengue Fever,14,986,12.0,2025-08-14
2024-04-14,Antiviral,Viral Fever,8,992,10.0,2025-03-04
2024-04-14,Insulin,Diabetes,8,992,15.0,2026-02-16
2024-04-15,Paracetamol,Painkiller,18,982,2.0,2024-10-14
2024-04-15,Ibuprofen,Painkiller,8,992,3.0,2026-04-01
2024-04-15,Amoxicillin,Antibiotic,19,981,5.0,2025-12-20
2024-04-15,Cetirizine,Antihistamine,6,994,1.5,2025-05-11
2024-04-15,Azithromycin,Antibiotic,17,983,6.0,2025-09-29
2024-04-15,Metformin,Diabetes,13,987,2.5,2025-03-19
2024-04-15,Pantoprazole,Antacid,17,983,2.0,2026-04-07
2024-04-15,Dolo 650,Painkiller,4,996,2.0,2025-09-19
2024-04-15,Cough Syrup,Cold/Flu,13,987,4.0,2025-05-23
2024-04-15,Multivitamin,Supplement,8,992,3.0,2025-09-11
2024-04-15,ORS Sachet,Dehydration,5,995,1.0,2025-07-24
2024-04-15,Antimalarial,Malaria,19,981,7.0,2025-08-04
2024-04-15,Dengue Kit,Dengue Fever,8,992,12.0,2025-07-01
2024-04-15,Antiviral,Viral Fever,4,996,10.0,2026-04-06
2024-04-15,Insulin,Diabetes,4,996,15.0,2025-08-09
2024-04-16,Paracetamol,Painkiller,27,973,2.0,2025-08-11
2024-04-16,Ibuprofen,Painkiller,9,991,3.0,2025-04-28
2024-04-16,Amoxicillin,Antibiotic,10,990,5.0,2025-06-25
2024-04-16,Cetirizine,Antihistamine,4,996,1.5,2025-02-26
2024-04-16,Azithromycin,Antibiotic,8,992,6.0,2026-02-10
2024-04-16,Metformin,Diabetes,9,991,2.5,2024-10-23
2024-04-16,Pantoprazole,Antacid,12,988,2.0,2025-12-20
2024-04-16,Dolo 650,Painkiller,5,995,2.0,2025-08-19
2024-04-16,Cough Syrup,Cold/Flu,19,981,4.0,2026-01-25
2024-04-16,Multivitamin,Supplement,14,986,3.0,2026-02-03
2024-04-16,ORS Sachet,Dehydration,8,992,1.0,2024-10-18
2024-04-16,Antimalarial,Malaria,15,985,7.0,2025-12-08
2024-04-16,Dengue Kit,Dengue Fever,21,979,12.0,2025-11-04
2024-04-16,Antiviral,Viral Fever,13,987,10.0,2025-05-24
2024-04-16,Insulin,Diabetes,22,978,15.0,2024-10-16
2024-04-17,Paracetamol,Painkiller,11,989,2.0,2025-02-06
2024-04-17,Ibuprofen,Painkiller,6,994,3.0,2025-09-16
2024-04-17,Amoxicillin,Antibiotic,7,993,5.0,2026-03-27
2024-04-17,Cetirizine,Antihistamine,7,993,1.5,2026-04-16
2024-04-17,Azithromycin,Antibiotic,5,995,6.0,2026-01-05
2024-04-17,Metformin,Diabetes,15,985,2.5,2026-04-11
2024-04-17,Pantoprazole,Antacid,24,976,2.0,2024-12-05
2024-04-17,Dolo 650,Painkiller,17,983,2.0,2025-04-26
2024-04-17,Cough Syrup,Cold/Flu,4,996,4.0,2025-11-28
2024-04-17,Multivitamin,Supplement,14,986,3.0,2025-07-18
2024-04-17,ORS Sachet,Dehydration,22,978,1.0,2025-07-26
2024-04-17,Antimalarial,Malaria,6,994,7.0,2025-05-20
2024-04-17,Dengue Kit,Dengue Fever,12,988,12.0,2025-05-01
2024-04-17,Antiviral,Viral Fever,16,984,10.0,2025-03-11
2024-04-17,Insulin,Diabetes,8,992,15.0,2025-09-14
2024-04-18,Paracetamol,Painkiller,12,988,2.0,2026-02-13
2024-04-18,Ibuprofen,Painkiller,22,978,3.0,2025-03-09
2024-04-18,Amoxicillin,Antibiotic,13,987,5.0,2024-11-05
2024-04-18,Cetirizine,Antihistamine,18,982,1.5,2026-03-31
2024-04-18,Azithromycin,Antibiotic,8,992,6.0,2024-12-19
2024-04-18,Metformin,Diabetes,4,996,2.5,2026-03-28
2024-04-18,Pantoprazole,Antacid,28,972,2.0,2026-01-05
2024-04-18,Dolo 650,Painkiller,8,992,2.0,2026-04-13
2024-04-18,Cough Syrup,Cold/Flu,12,988,4.0,2025-10-20
2024-04-18,Multivitamin,Supplement,10,990,3.0,2026-02-28
2024-04-18,ORS Sachet,Dehydration,15,985,1.0,2025-05-19
2024-04-18,Antimalarial,Malaria,16,984,7.0,2025-05-14
2024-04-18,Dengue Kit,Dengue Fever,20,980,12.0,2025-03-20
2024-04-18,Antiviral,Viral Fever,18,982,10.0,2026-02-27
2024-04-18,Insulin,Diabetes,14,986,15.0,2025-07-25
2024-04-19,Paracetamol,Painkiller,9,991,2.0,2025-05-21
2024-04-19,Ibuprofen,Painkiller,8,992,3.0,2025-10-09
2024-04-19,Amoxicillin,Antibiotic,10,990,5.0,2026-03-08
2024-04-19,Cetirizine,Antihistamine,8,992,1.5,2024-12-25
2024-04-19,Azithromycin,Antibiotic,6,994,6.0,2025-07-12
2024-04-19,Metformin,Diabetes,12,988,2.5,2025-07-09
